code,name,opening_year,latitude,longitude
NS1,Jurong East,1990,1.33329506563598,103.742153884191
NS2,Bukit Batok,1990,1.34903534800639,103.749526027989
NS3,Bukit Gombak,1990,1.35866272149921,103.751913321513
NS4,Choa Chu Kang,1990,1.38536316540225,103.744370779756
NS5,Yew Tee,1996,1.39747594171731,103.747418249132
NS7,Kranji,1996,1.4250690629411,103.762099449562
NS8,Marsiling,1996,1.43262603485889,103.774051197031
NS9,Woodlands,1996,1.43605761708128,103.787938777173
NS10,Admiralty,1996,1.44055609916205,103.800916952025
NS11,Sembawang,1996,1.44902668521092,103.820139486468
NS12,Canberra,2019,1.44307664075699,103.829702590959
NS13,Yishun,1988,1.4295887655538,103.835050382253
NS14,Khatib,1988,1.41758906054002,103.833061043125
NS15,Yio Chu Kang,1987,1.38168259989517,103.844991053696
NS16,Ang Mo Kio,1987,1.36993284962264,103.849558091776
NS17,Bishan,1987,1.35101889777844,103.850057208608
NS18,Braddell,1987,1.34010520696434,103.846755921048
NS19,Toa Payoh,1987,1.33259672794159,103.847577286075
NS20,Novena,1987,1.32021100706836,103.843656761867
NS21,Newton,1987,1.31257031730604,103.838031555215
NS22,Orchard,1987,1.30304426265194,103.831375000068
NS23,Somerset,1987,1.30025287710542,103.839158336848
NS24,Dhoby Ghaut,1987,1.29868872290409,103.846179896647
NS25,City Hall,1987,1.29298990700923,103.852542630339
NS26,Raffles Place,1987,1.28393326234538,103.851463066212
NS27,Marina Bay,1989,1.27631114381584,103.854604975361
NS28,Marina South Pier,2014,1.27102703612006,103.862447515736
EW1,Pasir Ris,1989,1.37300805046319,103.949265083922
EW2,Tampines,1989,1.35515041120473,103.943009883131
EW3,Simei,1989,1.34316035195426,103.953347548212
EW4,Tanah Merah,1989,1.32701524290982,103.946155931882
EW5,Bedok,1989,1.32398845004421,103.930032476715
EW6,Kembangan,1989,1.32104702761608,103.91292554527
EW7,Eunos,1989,1.31978354916088,103.903225807255
EW8,Paya Lebar,1989,1.3172473854035,103.892260753884
EW9,Aljunied,1989,1.31644118834754,103.882964033576
EW10,Kallang,1989,1.31148890998818,103.871386541754
EW11,Lavender,1989,1.30739187893137,103.862784610013
EW12,Bugis,1989,1.30026468984101,103.855614760658
EW13,City Hall,1987,1.29298990700923,103.852542630339
EW14,Raffles Place,1987,1.28393326234538,103.851463066212
EW15,Tanjong Pagar,1987,1.27660857408421,103.846006679223
EW16,Outram Park,1987,1.2802415328084,103.840052100136
EW17,Tiong Bahru,1988,1.28619457890544,103.826998939732
EW18,Redhill,1988,1.28963453412887,103.81674097205
EW19,Queenstown,1988,1.29455085184931,103.806077155982
EW20,Commonwealth,1988,1.31511625277378,103.765191452888
EW21,Buona Vista,1988,1.30627534823257,103.790363200126
EW22,Dover,2001,1.31139153717332,103.778656381761
EW23,Clementi,1988,1.31511625277378,103.765191452888
EW24,Jurong East,1988,1.33329506563598,103.742153884191
EW25,Chinese Garden,1988,1.34224494823931,103.732766601621
EW26,Lakeside,1988,1.34425911493819,103.720949087456
EW27,Boon Lay,1990,1.33860405469845,103.706064622772
EW28,Pioneer,2009,1.33759355182117,103.697418455881
EW29,Joo Koon,2009,1.32769436492908,103.678085068438
EW30,Gul Circle,2017,1.31947090075208,103.660530461345
EW31,Tuas Crescent,2017,1.32102695598684,103.649078235627
EW32,Tuas West Road,2017,1.32998504653102,103.639616648771
EW33,Tuas Link,2017,1.34088242451105,103.636991425128
CG1,Expo,2001,1.33538252614956,103.962374747451
CG2,Changi Airport,2002,1.35747897447692,103.98788356959
NE1,HarbourFront,2003,1.26531139858465,103.820557316696
NE3,Outram Park,2003,1.2802415328084,103.840052100136
NE4,Chinatown,2003,1.2839640518753,103.843141945391
NE5,Clarke Quay,2003,1.28745211415803,103.846119192727
NE6,Dhoby Ghaut,2003,1.29868872290409,103.846179896647
NE7,Little India,2003,1.30724381608438,103.849841614124
NE8,Farrer Park,2003,1.31314029963164,103.854754721344
NE9,Boon Keng,2003,1.3199433920787,103.861746337392
NE10,Potong Pasir,2003,1.33137808528793,103.869363547741
NE11,Woodleigh,2011,1.33982824592182,103.87096088798
NE12,Serangoon,2003,1.3510482896351,103.871070417199
NE13,Kovan,2003,1.35990191952976,103.884494725197
NE14,Hougang,2003,1.37033472429161,103.892261757937
NE15,Buangkok,2006,1.38369417199994,103.893049981318
NE16,Sengkang,2003,1.39174613283898,103.895508171163
NE17,Punggol,2003,1.40439782602064,103.902044299842
CC1,Dhoby Ghaut,2010,1.29868872290409,103.846179896647
CC2,Bras Basah,2010,1.2967526221395,103.850918752694
CC3,Esplanade,2010,1.29309408587041,103.855583933723
CC4,Promenade,2010,1.29307389602149,103.861067235865
CC5,Nicoll Highway,2010,1.29976684675139,103.86363696572
CC6,Stadium,2010,1.3028124684707,103.875337711089
CC7,Mountbatten,2010,1.30615406128913,103.883045148696
CC8,Dakota,2010,1.30843144331463,103.889268208422
CC9,Paya Lebar,2010,1.3172473854035,103.892260753884
CC10,MacPherson,2010,1.32683963232487,103.890007860464
CC11,Tai Seng,2010,1.33514564170352,103.888336109832
CC12,Bartley,2009,1.3424454382925,103.880197087117
CC13,Serangoon,2009,1.3510482896351,103.871070417199
CC14,Lorong Chuan,2009,1.35153128621585,103.864812169514
CC15,Bishan,2009,1.35101889777844,103.850057208608
CC16,Marymount,2009,1.34870726290354,103.839423132604
CC17,Caldecott,2011,1.33734722320212,103.839544077561
CC19,Botanic Gardens,2011,1.32238699517166,103.815385463093
CC20,Farrer Road,2011,1.31743915158967,103.807379214161
CC21,Holland Village,2011,1.31226422601049,103.796470444998
CC22,Buona Vista,2011,1.30627534823257,103.790363200126
CC23,one-north,2011,1.29975987493555,103.78745750525
CC24,Kent Ridge,2011,1.29356390505771,103.784569394529
CC25,Haw Par Villa,2011,1.28195688684898,103.781988990137
CC26,Pasir Panjang,2011,1.27621352233766,103.791350313288
CC27,Labrador Park,2011,1.27236838626952,103.803416232089
CC28,Telok Blangah,2011,1.27070647772509,103.809761611219
CC29,HarbourFront,2011,1.26531139858465,103.820557316696
CE1,Bayfront,2012,1.28187378851834,103.859079765146
CE2,Marina Bay,2012,1.27631114381584,103.854604975361
DT1,Bukit Panjang,2015,1.37956121236613,103.761188866252
DT2,Cashew,2015,1.36984601365741,103.764315051619
DT3,Hillview,2015,1.36288845715168,103.767780907707
DT5,Beauty World,2015,1.34090149001429,103.775746717778
DT6,King Albert Park,2015,1.335893496278,103.783235863233
DT7,Sixth Avenue,2015,1.33096058134451,103.796969279733
DT8,Tan Kah Kee,2015,1.32639224146351,103.806548201692
DT9,Botanic Gardens,2015,1.32238699517166,103.815385463093
DT10,Stevens,2015,1.32006555750626,103.826024401924
DT11,Newton,2015,1.31257031730604,103.838031555215
DT12,Little India,2015,1.30724381608438,103.849841614124
DT13,Rochor,2015,1.30385218555028,103.852769429428
DT14,Bugis,2013,1.30026468984101,103.855614760658
DT15,Promenade,2013,1.29307389602149,103.861067235865
DT16,Bayfront,2013,1.28187378851834,103.859079765146
DT17,Downtown,2013,1.27944638178916,103.852840829581
DT18,Telok Ayer,2013,1.28206894769394,103.848648781083
DT19,Chinatown,2013,1.2839640518753,103.843141945391
DT20,Fort Canning,2017,1.29248194822996,103.844331362465
DT21,Bencoolen,2017,1.29891843369422,103.850353762717
DT22,Jalan Besar,2017,1.3051713878069,103.855295713435
DT23,Bendemeer,2017,1.31367252847691,103.862977620945
DT24,Geylang Bahru,2017,1.32130110228321,103.871622627142
DT25,Mattar,2017,1.32687671501334,103.883247509542
DT26,MacPherson,2017,1.32683963232487,103.890007860464
DT27,Ubi,2017,1.32997425973974,103.899226655439
DT28,Kaki Bukit,2017,1.33496735995428,103.908459338046
DT29,Bedok North,2017,1.33474211664091,103.91797832995
DT30,Bedok Reservoir,2017,1.33660782955099,103.932234623286
DT31,Tampines West,2017,1.3456336579777,103.938492495285
DT32,Tampines,2017,1.35515041120473,103.943009883131
DT33,Tampines East,2017,1.35619148271544,103.9546344625
DT34,Upper Changi,2017,1.34173977444995,103.961472788634
DT35,Expo,2017,1.33538252614956,103.962374747451
TE1,Woodlands North,2020,1.44829245259621,103.785692682441
TE2,Woodlands,2020,1.43605761708128,103.787938777173
TE3,Woodlands South,2020,1.42739605281442,103.79326432221
TE4,Springleaf,2021,1.39758106126824,103.817856949947
TE5,Lentor,2021,1.38550657972169,103.835743809669
TE6,Mayflower,2021,1.37146318831015,103.836567766945
TE7,Bright Hill,2021,1.36328318545185,103.832893619992
TE8,Upper Thomson,2021,1.35441643365401,103.832898468504
TE9,Caldecott,2021,1.33734722320212,103.839544077561
TE11,Stevens,2022,1.32006555750626,103.826024401924
TE12,Napier,2022,1.30678223364785,103.818956796815
TE13,Orchard Boulevard,2022,1.30242224836722,103.823868523249
TE14,Orchard,2022,1.30304426265194,103.831375000068
TE15,Great World,2022,1.29394816169384,103.833720837731
TE16,Havelock,2022,1.28850523975311,103.833585838226
TE17,Outram Park,2022,1.2802415328084,103.840052100136
TE18,Maxwell,2022,1.28053329842878,103.843883670633
TE19,Shenton Way,2022,1.2777168283425,103.850367596067
TE20,Marina Bay,2022,1.27631114381584,103.854604975361
TE22,Gardens by the Bay,2022,1.27848725876303,103.867454664421
